Name,Website,Type,Parent Company,Country HQ,DT Only?,# DT deals in portfolio,Size of current DT fund(s),Date of current DT fund(s),Pre-seed,Seed,Series A,Series B+,Min ticket,Max ticket,Europe,Israel,USA,Canada,Asia,Worldwide,Other,Aerospace,AI/ML,Electronics,Industry 4.0 / Robotics,Energy,Materials,Healthtech,Biotech,Food & Ag,Cleantech,Mobility,Specific or additional focus,linkedin-private-codex,linkedin-private-claude
Kering Ventures,https://www.kering-ventures.com/#home,Corporate,Kering,France,No,,--,--,,x,x,,,,x,,,,,,,,x,,,,,,,,,,Fashion for good,,
Khosla Ventures,https://www.khoslaventures.com/,VC,,USA,No,,$3bn,"Jan , 2023",,x,x,x,,,x,x,x,x,x,x,,x,x,,x,x,x,x,x,x,x,x,Generalist,https://www.linkedin.com/in/vinod-khosla-65387416,https://www.linkedin.com/in/vinod-khosla-65387416
Kiko Ventures,https://www.kiko.vc,CVC,IP Group,UK,No,,$450M,"Jun , 2022",,x,x,,,,x,,,,,,,,,,,x,,,,x,x,x,,,
Kilick Capital,https://killickcapital.com/,VC,,Canada,No,,--,--,,x,,,,,,,x,x,,,,x,x,x,x,x,,,,,,x,,,
Kima Ventures,http://www.kimaventures.com/,VC,,France,No,,--,--,,x,x,,,$150K,x,x,x,x,x,x,,,x,x,x,x,x,x,,x,,x,,,
Kindred Capital,https://www.kindredcapital.vc/,VC,,UK,No,,£104.6M,"Apr , 2023",x,,,,,,UK,,,,,,,,,,,,,,,,,,Digital,https://www.linkedin.com/in/john-cassidy-kindred,https://www.linkedin.com/in/john-cassidy-kindred
Kindred Ventures,http://www.kindredventures.com/,VC,,USA,No,4,$100M,"Feb , 2021",,x,x,x,,,x,x,x,x,x,x,,,x,,x,,,x,,,,,"Blockchain, Crypto, FinTech, Marketplace",https://www.linkedin.com/in/kanyi,https://www.linkedin.com/in/kanyi
Kingstone Schweizer Ventures,https://kingstone-schweizer.com/,VC,,Germany,No,,€100M-150M,"Jul , 1905",,X,X,,€2M,€8M,X,,,,,,,,,,,X,X,,,X,X,,,,
Kinnevik AB,http://www.kinnevik.com/,VC,,Sweden,No,,--,--,,,,x,,,x,x,x,x,x,x,,,x,,,,,x,,x,,,"Commerce, fintech","https://www.linkedin.com/in/alaalenazi, https://www.linkedin.com/in/amandahillstroem, https://www.linkedin.com/in/andreysimeonov, https://www.linkedin.com/in/anna-adlarson-3285b365, https://www.linkedin.com/in/christian-scherrer-27144a25, https://www.linkedin.com/in/jose-gaytan-de-ayala-092280123, https://www.linkedin.com/in/lucinda-palmer-658547b0, https://www.linkedin.com/in/maria-helen-maras-708979a7, https://www.linkedin.com/in/natalietydeman, https://www.linkedin.com/in/sam-marsden-528b5965, https://www.linkedin.com/in/tatiana-shalalvand-b3823b52",
KittyHawk Ventures,http://www.kittyhawk.vc/,VC,,USA,No,10+,$32M,"Nov , 2021",,x,x,,$100K,$4M,x,x,x,x,x,x,,x,x,,,x,,x,x,,x,x,"Advanced Computing, Cybersecurity, EdTech, FinTech, MedTech, Sensors, SpaceTech",,
Kjeller Innovation,https://www.kjellerinnovasjon.no/,VC,,Norway,No,,€20M,"Jun , 2018",,x,,,,,Norway,,,,,,,,,,,x,,,,,x,,,,
KK Fund,http://kkfund.co/,VC,,Singapore,No,,--,--,,x,,,,,,,,,SE Asia,,,,x,,,,,,,,,,"Internet, mobile",,
KKR,http://www.kkr.com/businesses/private-equity,VC,,USA,No,,$13.9B,"Mar , 2017",,x,x,x,,,x,x,x,x,x,x,,,,,x,x,,x,,,,,,,
Kleiner Perkins Caufields & Byers,https://www.kleinerperkins.com/,VC,,USA,No,,$1.4B,"Jun , 2016",,x,x,x,,,x,x,x,x,x,x,,,,,x,x,,x,x,,x,,Digital,https://www.linkedin.com/in/mamoonhamid,https://www.linkedin.com/in/mamoonhamid
Klima,https://www.alantra.com/what-we-do/alternative-asset-management/energy-transition/,VC,Alantra & Enagas,Spain,Yes,1-5,€210M,"Sep , 2022",,,,,,,x,x,x,,,,,,,,,x,,,,,x,x,"Energy transition sectors such as low carbon solutions, smart power grids, energy storage, renewables and enabling technologies, digitalization of the whole energy equation, energy efficiency in hard-to-abate sectors, and sustainable transportation",,
Koch Disruptive Technologies,https://kochdisruptivetechnologies.com/#20e20f2,CVC,Koch,USA,No,,--,--,,x,x,x,,,,,x,,,,,x,x,x,x,x,x,x,,,,x,,,
KohFounders,https://kohfounders.com/,VC,,USA,No,,--,--,x,,,,,,,,x,,,,,,x,x,x,,,x,,,,,"Mobile, SaaS","https://www.linkedin.com/in/bong-koh, https://www.linkedin.com/in/bongkoh, https://www.linkedin.com/in/jlabaw, https://www.linkedin.com/in/johnryu, https://www.linkedin.com/in/jsmits, https://www.linkedin.com/in/peterbrack, https://www.linkedin.com/in/seung-bak, https://www.linkedin.com/in/swatiddoshi, https://www.linkedin.com/in/yourprofile",
Kohli Ventures,https://www.kohliventures.com,VC,,UK,Yes,--,$25M,"Jan , 2017",,,x,x,,,x,x,x,x,x,x,,,x,x,x,,x,,x,,,,,,
KOMPAS,https://www.kompas.vc/,VC,,Denmark,No,,$160M,"Nov , 2021",,x,,,$1M,$5M,x,x,x,,,,,,x,,x,,x,,,,x,,"Construction tech, Prop Tech",,
Korelya Capital,http://www.korelyacapital.com/,VC,,France,No,,€200M,"Sep , 2016",,x,x,x,,,x,,,,,,,,x,,,,,,,,,x,,"https://www.linkedin.com/in/%EC%83%81%ED%97%8C-%EA%B9%80-a73038a5, https://www.linkedin.com/in/antoine-dresch-1b049616, https://www.linkedin.com/in/carole-sappia-bonetti-80b37273, https://www.linkedin.com/in/fleurpellerin, https://www.linkedin.com/in/gr%C3%A9goire-pontoizeau-34679ab2, https://www.linkedin.com/in/josepsantacana, https://www.linkedin.com/in/pauldegueuse, https://www.linkedin.com/in/pierre-joo-6261a94, https://www.linkedin.com/in/sabrina-pecastaing",
Korify Capital,https://korifycapital.com/,VC,,Switzerland,Yes,10+,$100M,"Dec , 2021",,,,x,,,x,x,x,,,,,,,,,,,x,x,,,,Longevity,"https://www.linkedin.com/in/sebastianhomann, https://www.linkedin.com/in/davide-ottolini-b5400b202","https://www.linkedin.com/in/sebastianhomann, https://www.linkedin.com/in/davide-ottolini-b5400b202"
Kost Capital,https://www.kostgroup.co/capital,VC,,Denmark,No,1+,€25M,Jan. 2024,x,x,,,,,x,,,,,,,,,,,,,,,x,,,Alt food,,
Kreaxi,http://www.kreaxi.com/,VC,,France,No,,€28M,Jul. 1905,,x,x,x,€100K,€2.5M,x,,,,,,,,,,,,x,x,x,,x,,,,
Kurma Partners,https://www.kurmapartners.com/en,VC,,France,Yes,20+,€140M,"Sept, 2024",,x,,,,,x,,,,,,,,,,,,,x,x,,,,,https://www.linkedin.com/in/danielpareramd,https://www.linkedin.com/in/danielpareramd
Kvanted Ventures,https://www.kvanted.com/,VC,,Finland,No,,€70M,"Nov , 2023",x,x,,,€500K,€3M,Nordics,,,,,,,,x,x,x,x,,,,,,,Industrial tech,,
La Poste,https://laposteventures.fr/home/,CVC,La Poste,France,No,,€35M,"Jun , 2021",,x,x,,€300K,€3M,x,,,,,,,,,,x,,,x,,,x,x,"Connected/Augmented Logistics, Green/Smart Cities, Phygital",,
LaFamiglia,https://www.lafamiglia.vc/home/,VC,,Germany,No,,€50M,Aug. 2020,,x,x,,,,x,,,,,,,,,,,,,,,,,,Generalist,,
Lakestar,https://www.lakestar.com/,VC,,Switzerland,No,,"$600M
$32M","April 2024
April 2024",,x,x,x,,,x,,x,,x,,,,x,,,,,,,,,,Digital sovereignty,,
Lansdown Partners,http://www.lansdownepartners.com/,VC,,UK,No,,--,--,,,,x,,,x,,,,,,,,x,x,x,,,x,x,,,,"IoT, SaaS, Consumer, Enterprise",,
Launchub,http://www.launchub.vc/,VC,,Bulgaria,No,,€18M,"Dec , 2016",,x,x,,€500K,€2M,x,,,,,,,,x,,,,,x,,,,,"SaaS, Consumer, entrerprise",,
Lauxera Capital Partners,http://www.lauxera.com/,VC,,France,Yes,,€260M,"Feb , 2022",,,,x,€10M,€20M,x,x,x,,,,,,,,,,,x,,,,,,https://www.linkedin.com/in/joshuaresnick,https://www.linkedin.com/in/joshuaresnick
LDJ Capital,https://ldjcapital.com,VC,,USA,No,,,,,,,,,,,,x,,,,,x,x,,x,x,,,,x,,x,,,
LDV Capital,https://www.ldv.co/,VC,,USA,Yes,20+,$10M,"Feb , 2018",x,x,,,$500K,$1M,x,,x,x,,,,x,x,x,x,,,x,,,,x,Data,"https://www.linkedin.com/in/david-r-2193aa1, https://www.linkedin.com/in/alexandrewinter, https://www.linkedin.com/in/andyparsons, https://www.linkedin.com/in/dan-sodickson-44a9665, https://www.linkedin.com/in/donloeb, https://www.linkedin.com/in/irakemelmachershlizerman, https://www.linkedin.com/in/laurasmoliar, https://www.linkedin.com/in/lsanza, https://www.linkedin.com/in/matthew-rosen-a1899838, https://www.linkedin.com/in/michal-lipson-63aa7999, https://www.linkedin.com/in/mikekrieger, https://www.linkedin.com/in/nadlerjeff, https://www.linkedin.com/in/rebeccapaoletti, https://www.linkedin.com/in/renaudvisage, https://www.linkedin.com/in/samson-timoner-a42129, https://www.linkedin.com/in/solem, https://www.linkedin.com/in/stevechen2",
LEA Partners,https://www.leapartners.de/,VC,,Germany,No,,€200M,May. 2018,,x,x,x,,,x,,,,,,,,x,x,x,,,,,,,,,,
Lead Edge,http://www.leadedgecapital.com/,VC,,USA,No,,--,--,,,x,x,,,x,x,x,x,x,x,,,x,,,,,x,,x,,x,"SaaS, Security, Consumer",,
Lead Ventures,https://leadventures.eu/,VC,,Hungary,No,"Dec , 1899",--,--,,,x,,€2M,€10M,x,,,,,,,,x,,,x,x,,x,x,,x,,,
Leaps by Bayer,https://leaps.bayer.com/,CVC,Bayer,Germany,Yes,20+,€1.3B,"Apr , 2022",,x,x,x,,,x,x,x,x,x,x,,,,,,,,x,x,x,,,,"https://www.linkedin.com/in/pjamini, https://www.linkedin.com/in/derek-norman-01a0971","https://www.linkedin.com/in/pjamini, https://www.linkedin.com/in/derek-norman-01a0971"
Leawood Venture Capital,https://www.leawoodvc.com/,VC,,USA,No,5+,$31.8M,"Jan , 2019",x,x,x,x,,,,,x,,,,,,x,,x,,x,,,,,,"Data Analytics, AI/ML, IoT, Mobile, SaaS, Cybersecurity, Robotics, Materials Science",,
Legend Capital,http://www.legendcapital.com.cn/,VC,,China,No,,$1.1B,"Jul , 2017",,x,x,x,,,,,,,x,,,,,,x,,,x,x,,,x,,,
Lemnos,https://www.lemnos.vc/,VC,,USA,No,,$50M,"Mar , 2017",x,x,,,$250K,$1M,,,,,,,,x,x,,x,x,,,,x,,x,"Hardware, Construction, Fintech",,
Leo Foundation,http://leo-foundation.org/en/,CVC,Leo Pharma,Denmark,Yes,--,DKK14.5B,--,,x,x,x,,,x,x,x,x,x,x,,,,,,,,,x,,,,,,
Leonis Capital,https://www.leoniscap.com/,VC,,USA,No,,$25M,Aug 2025,x,x,,,,,x,,x,,,,,,x,,,,,,,,,,,,
LETA Capital,https://www.leta.vc/,VC,,Cayman Islands,No,,$100M,"Jul , 1905",,X,X,,$500K,$5M,X,,X,X,X,X,,,X,X,,,,,,,,X,,"https://www.linkedin.com/pub/alexander-chachava, https://www.linkedin.com/in/sergey-toporov",
Lets Venture,https://letsventure.com/,VC,,India,No,,--,--,,x,,,,,,,,,India,,,x,x,,x,,,,,,,x,,"https://www.linkedin.com/in/clarenceandreanthony, https://www.linkedin.com/in/divyansh-meena-52a014b0, https://www.linkedin.com/in/pallavviagarwal, https://www.linkedin.com/in/pranav-mahajani-8836459, https://www.linkedin.com/in/rashmie-pathak-424220190, https://www.linkedin.com/in/shantimohanlv, https://www.linkedin.com/in/sohan-sarma-mazumder",
Levitate Capital,https://levitatecap.com/,VC,,USA,Yes,5+,--,--,,x,x,x,,,x,x,x,x,x,x,,x,,,x,,,,,,,x,Aerial Mobility,,
Lewis & Clark Ventures,https://www.lewisandclarkventures.com/,VC,,USA,No,10+,$110M,"Jan , 2020",,x,x,,$2M,$3M,,,x,,,x,,,x,,,,,x,x,x,,,,,
LG Technology Ventures,https://www.lgtechventures.com/,CVC,LG,USA,Yes,20+,,,,x,x,x,,,x,x,,x,x,x,,,x,x,x,,x,x,x,,,x,,"https://www.linkedin.com/in/annie-song-75095127, https://www.linkedin.com/in/anshul-agarwal, https://www.linkedin.com/in/davkang90, https://www.linkedin.com/in/dong-su-kim-97617, https://www.linkedin.com/in/frederickdopfel, https://www.linkedin.com/in/gyunhongkim, https://www.linkedin.com/in/jinha-kim-0310b8180, https://www.linkedin.com/in/krishnar1, https://www.linkedin.com/in/lee-taehwan, https://www.linkedin.com/in/romcintyre, https://www.linkedin.com/in/sungkwon-kang, https://www.linkedin.com/in/sungmin-kim-524b8a114, https://www.linkedin.com/in/taejoon-park-2984571b, https://www.linkedin.com/in/yoonsung-jung-1a4556b, https://www.linkedin.com/in/youngjunkong",
Liberty Hall Capital,https://www.libertyhallcapital.com/,VC,,USA,Yes,5+,$226.5M,"Apr , 2018",,x,x,x,,,x,x,x,x,x,x,,x,,,,,,,,,,,Defense,,
Life Sciences Partners,https://www.lspvc.com/,VC,,Netherlands,Yes,80+,$600M,"Mar , 2020",,,x,x,,,x,,,,,,,,,,,,,x,x,,,,,,
Lifeline Ventures,http://www.lifelineventures.com/,VC,,Finland,No,20+,€150M,"Jun , 2023",,x,x,,,,Finland,,,,,,,,x,,x,x,,x,x,x,x,,"Climate, software, Health","https://www.linkedin.com/in/timoahopelto, https://www.linkedin.com/in/petterikoponen, https://www.linkedin.com/in/jyriengestrom, https://www.linkedin.com/in/elinaholkko","https://www.linkedin.com/in/timoahopelto, https://www.linkedin.com/in/petterikoponen, https://www.linkedin.com/in/jyriengestrom, https://www.linkedin.com/in/elinaholkko"
Lighthouse ventures,https://lhv.vc/,VC,,Czech Republic,No,,€23M,Apr. 2019,,x,x,,,,x,,,,,,,x,x,,,,,x,x,,,,,,
Lightmsith Group,https://lightsmithgp.com/,VC,,USA,Yes,1,$186M,"Feb , 2022",,,x,x,,,,,,,,x,,,,,,x,,,,x,x,,,,
Lightrock,https://www.lightrock.com,VC,,UK,No,30+,$1B,,x,x,x,x,,,x,,,,India,,"Latin America, Africa",,x,,,x,,x,,x,x,x,,,
LightRock,https://www.lightrock.com/,VC,,UK,No,10+,$834M,"Oct , 2022",,,x,x,,,x,,x,,x,,"Latin America, Africa",,,,,x,,x,x,x,x,,,,
Lightspeed,https://lsvp.com/,VC,,USA,No,,$7.1B,"Jul, 2022",,x,x,x,,,x,x,x,x,x,x,,,x,,,,,,,,,,"SaaS, Big Data & Analytics",https://www.linkedin.com/in/jeremyliew,https://www.linkedin.com/in/jeremyliew
Lightspeed China Partners,http://www.lightspeedcp.com,VC,,China,No,20+,,,,,x,x,,,,,,,"China, Singapore",,,,x,,,,,,,,,,,,
Lightstone Ventures,https://www.lightstonevc.com/,VC,,USA,Yes,30+,$250M,"Sep , 2017",,x,x,,,,x,x,x,x,x,x,,,,,,,,x,x,,,,,,
Lineage Ventures,https://www.lineagelogistics.com/news-stories/innovating-our-future-lineage-ventures-8vc,CVC,Lineage Logistics,USA,No,,,"Sep , 2022",,,x,x,,,,,x,,,,,,,,x,x,,,,,,,Logistics only,,
Linse Capital,https://www.linsecapital.com/,VC,,USA,No,5+,$700M,"Dec , 2022",,,,x,,,x,x,x,x,x,x,,x,x,x,x,x,,,,,x,x,,,
Lionbird VC,https://www.lionbird.com/,VC,,Israel,No,,$85M,"Apr , 2022",,,x,x,,,,x,x,,,,,,x,,,,,x,,,,,"SaaS, Enterprise","https://www.linkedin.com/in/chaim-friedman-87b5a96, https://www.linkedin.com/in/itschak-friedman-48131657, https://www.linkedin.com/in/jzfried, https://www.linkedin.com/in/sashahayman, https://www.linkedin.com/in/edward-michael-3a8b0356, https://www.linkedin.com/in/robertlord1",
LocalGlobal,https://localglobe.vc,VC,,UK,No,,€100M,"Jun , 2019",,x,,,,,UK,,,,,,,,x,,,,,,,,,,Digital,"https://www.linkedin.com/in/andreas-mjelde-154290124, https://www.linkedin.com/in/angiemauk, https://www.linkedin.com/in/avimeir, https://www.linkedin.com/in/bhusseyyeo, https://www.linkedin.com/in/insiyajafferjee, https://www.linkedin.com/in/mazdak-sanii-026a432a, https://www.linkedin.com/in/michaelwood, https://www.linkedin.com/in/michelleyou, https://www.linkedin.com/in/natashavernier, https://www.linkedin.com/in/robin-bonduelle-6812a626, https://www.linkedin.com/in/samirdesaiuk, https://www.linkedin.com/in/simonbouchez, https://www.linkedin.com/in/tim-chong",
Lockheed Martin Ventures,https://www.lockheedmartin.com/en-us/who-we-are/lockheed-martin-ventures.html,CVC,Lockheed Martin,USA,Yes,50+,$400M,"Sept, 2022",,,x,,,,,,x,,,,,x,x,x,x,,x,,x,,,,,,
London SE,https://www.lseg.com/,Corporate,London SE,UK,No,,--,--,,x,x,,,,UK,,,,,,,,x,,,,,,,,,,"Fintech, Insurtech, Crypto",,
Longbow Capital,https://www.longbow.co.uk,VC,,UK,Yes,5+,$93.9M,"Nov , 2014",,x,x,x,,,x,,,,,,UK,,,,,,,x,x,,,,,,
LongeVC,http://www.longevc.com/,VC,,Switzerland,Yes,4,--,--,,x,x,,,,x,x,x,x,x,x,,,,,,,,,x,,,,,,
Longevity Vision Fund,https://lvf.vc/,VC,,USA,Yes,10+,$100M,,,,x,x,,,,,x,,,,Hong Kong,,,,,,,x,x,,,,,,
Longwall Venture Partners,http://www.longwallventures.com/,VC,,UK,No,30+,£75M,Nov. 2017,,x,x,,,,UK,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,,
Longwood Fund,https://www.longwoodfund.com/,VC,,USA,No,25+,$180M,"May, 2023",,,x,x,,,x,,x,,,,,,,,,,,x,x,,,,,,
Lonza,https://www.lonza.com/,Accelerator,Lonza,Israel,Yes,--,--,--,,x,x,x,,,x,x,x,x,x,x,,,,,,,,,x,x,,,,,
Lowercarbon Capital,https://lowercarboncapital.com/,VC,,USA,Yes,20+,$550M,Sept 2023,,x,x,,,,x,,x,,,,,,,,,x,x,,x,x,x,,Reducing carbon emission and carbon capture,https://www.linkedin.com/in/chrissacca,https://www.linkedin.com/in/chrissacca
Lugano Ventures,https://luganoventures.com,VC,,USA,No,,,,x,x,,,,,,,,,,,,,,,,,,x,x,,,,,,
Lumen Ventures,https://lumen.ventures,VC,,UK / Italy,No,,€25M,"Jul , 2020",x,x,,,,,x,,,,,,,,x,,x,,,,,,,,,,
Lumira Ventures,https://www.lumiraventures.com/,VC,,Canada,Yes,20+,$178.5M,"Jun , 2017",,x,x,x,,,,,x,x,,,,,,,,,,x,x,,,,,,
Lumo labs,http://www.lumolabs.io/,VC,,Netherlands,No,5+,€100M,Sep. 2024,x,x,,,€500K,€500K,x,,,,,,,,x,,,x,x,x,x,x,x,x,,,
Lunar Ventures,https://lunarventures.eu/,VC,,Germany,Yes,5+,€40M,--,x,x,,,€150K,€500K,x,,,,,,,,x,,,,,,,,,,"Private Computation, Web 3.0, Decentralized infrastructure",,
Lundbeckfonden,https://www.lundbeckfonden.com/,CVC,Lundbeck,Denmark,Yes,10+,--,--,,x,x,,,,x,,x,,,,,,,,,,,x,x,,,,,,
Lux Capital,https://www.luxcapital.com/about/,VC,,USA,Yes,120+,$1B,"Apr , 2023",,x,x,x,,,x,x,x,x,x,x,,x,x,x,x,x,x,,x,x,x,x,,https://www.linkedin.com/in/brandonreeves1,https://www.linkedin.com/in/brandonreeves1
LVMH,https://www.lvmh.com/,Corporate,LVMH,France,No,,--,--,,x,x,x,,,x,x,x,x,x,x,,,,,,,,,,,,,Luxury,,
Lytical Ventures,https://lyticalventures.com/,VC,,USA,No,5+,$35M,"Apr , 2019",,x,x,x,,,,,x,,,,,,x,,,,,,,,,,"Cybersecurity, Data Analytics",,
M Capital Partners,http://www.mcapitalpartners.fr,VC,,France,No,,--,--,,x,x,,,,France,,,,,,,,,,,,,x,,,,,Digital,,
M Ventures,http://www.m-ventures.com/,CVC,Merck,Netherlands,Yes,40+,€300M,--,,x,x,x,,,x,x,x,,,,,,,,,,x,x,x,,,,,,
M12,https://m12.vc/about,CVC,Microsoft,USA,No,,--,--,,,x,x,,,x,x,x,,,,,,x,,x,,,,,,,,"Data, SaaS, Security","https://www.linkedin.com/in/mpstewart, https://www.linkedin.com/in/chengcheryl","https://www.linkedin.com/in/mpstewart, https://www.linkedin.com/in/chengcheryl"
MaC Venture Capital,https://macventurecapital.com/,VC,,USA,No,,$150M,"Nov, 2024",,X,,,$2M,$3M,,,X,,,X,,,X,,X,X,,X,,,,,Minorities focus,"https://www.linkedin.com/in/michaelpalank, https://www.linkedin.com/in/livigrant","https://www.linkedin.com/in/michaelpalank, https://www.linkedin.com/in/livigrant"
Madrona Venture Group,https://www.madrona.com/,VC,,USA,No,,€690M,"Sept, 2022",x,x,x,x,,,,,x,,,,,,x,,,,,,,,,,"AI hardware infrastructure, biocomputing","https://www.linkedin.com/in/s-somasegar-113791a5, https://www.linkedin.com/in/sabrina-albert-wu-b99598a6","https://www.linkedin.com/in/s-somasegar-113791a5, https://www.linkedin.com/in/sabrina-albert-wu-b99598a6"
Maersk Growth,https://www.maersk.com/growth,CVC,Maersk,Denmark,No,"Jan , 1900",--,"Jul , 1905",,x,x,x,,,x,x,x,x,x,x,,,x,,x,,,,,,,x,"Smart logistics, Enabled Trade, Sustainable Supply Chain",,
Magma Partners,https://www.magmapartners.com/,VC,,Chile,No,,$50M,"Feb , 2020",x,x,,,,,,,,,,,Latin America,,x,,,,,,,,,,"B2B, B2C",,
Magnetic Ventures,https://magneticvc.com/,VC,,USA,Yes,5+,--,"May , 2018",,x,x,x,,,,,x,,,,,,,,,,,x,x,,,,"Medical Devices, Life sciences",,
Main Sequence Ventures,https://mseq.vc/,GVC,Australia,Australia,Yes,20+,450M AUD,"Aug , 2023",x,x,x,x,,,,,,,,,Australia,x,x,x,x,x,x,x,x,x,x,x,Global companies with a connection to the Australian research community,,
Mainport Innovation Fund,https://www.mainportinnovationfund.nl/,VC,,Netherlands,No,,€18M,"Sep , 2015",,x,x,,€200K,€3M,x,,,,,,,x,,,x,x,x,,,,,x,,,
Majuven,http://www.majuven.com/,VC,,Singapore,No,,--,--,,x,x,x,,,,,,,x,,,,,,,,,x,x,,,,Consumer & Fintech,,
Majycc,https://www.majycc.com/,VC,,France,No,3,--,--,,x,x,x,,,x,,,,,,,,,,,,,x,,,,,eHealth only,,
Makers Fund,https://makersfund.com/,VC,,Singapore,No,,$200M,"Apr , 2018",,x,x,x,,,x,x,x,x,x,x,,,x,,,,,,,,,,Entertainment,,
Maki VC,https://maki.vc/,VC,,Finland,No,,€100M,"Nov, 2024",X,X,X,,€300K,€3M,X,,,,,,,,X,X,,,,X,X,X,X,x,,,
Mandi Ventures,https://www.mandiventures.com/,VC,,France,No,,--,--,,x,x,,,,x,,x,,,,South America,,,,,x,x,,,x,x,,Food & Ag related,,
Mangrove Capital,http://www.mangrove.vc/,VC,,Luxembourg,No,,€200M,"Sep , 2017",,x,x,,,,x,x,x,x,x,x,,,,,x,,,,,,,x,"Internet, SaaS",,
Maniv Mobility,https://www.maniv.com/,VC,,Israel,No,,€90M,Jul. 2019,,x,x,,,,x,x,x,,,,,,,,,,,,,,,x,,"https://www.linkedin.com/in/davidrichterdoordash, https://www.linkedin.com/in/hugosalaun, https://www.linkedin.com/in/jeff-hanson-3525864, https://www.linkedin.com/in/jeffschlesinger1, https://www.linkedin.com/in/john-paul-macduffie-794aa82, https://www.linkedin.com/in/kristina-church-39172972, https://www.linkedin.com/in/michael-newcity-a08b1986, https://www.linkedin.com/in/mike-scrudato-a08845, https://www.linkedin.com/in/moshezalcberg, https://www.linkedin.com/in/neilackerman, https://www.linkedin.com/in/nick-rothwell-62576a24, https://www.linkedin.com/in/nicolernason0812, https://www.linkedin.com/in/robbie-diamond-20abb91, https://www.linkedin.com/in/youngcho-chi-8ab61910","https://www.linkedin.com/in/davidrichterdoordash/, https://www.linkedin.com/in/hugosalaun/, https://www.linkedin.com/in/jeff-hanson-3525864/, https://www.linkedin.com/in/jeffschlesinger1/, https://www.linkedin.com/in/john-paul-macduffie-794aa82/"
Manta Ray Ventures,https://mantaray.vc/,VC,,UK,No,5+,,,,x,x,x,,,x,x,x,x,x,x,,,x,,,,,,,x,,x,,,
Manutara Ventures,https://www.manutaraventures.com/home,VC,,Chile,No,,--,--,,x,,,,$1M,,,,,,,Latin America,,x,,,,,,,,,,,"https://www.linkedin.com/in/carolina-leiva-farf%C3%A1n-8a1977243, https://www.linkedin.com/in/cristianolea, https://www.linkedin.com/in/nicolas-moreno-295b9b107, https://www.linkedin.com/in/renzo-giaverini-5249454, https://www.linkedin.com/in/ricardodonosoinsunza",
Marsbio,https://www.marsbio.vc/,VC,,USA,Yes,5+,--,--,x,x,,,,,,,x,,,,,,,,,,,x,x,,,,,https://www.linkedin.com/in/markbmoline,
Martlet Capital,https://martletcap.com/,VC,,UK,No,50+,--,--,x,x,x,,£100K,£1M,x,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,,
MassMutual Ventures,https://massmutualventures.com,VC,,USA,No,,$300M,"Apr , 2022",,x,x,x,,,x,x,x,,x,,,,x,,,,,x,,,,,"Cybersecurity, Digital Health, Enterprise SaaS, FinTech",,
MassMutual Ventures Climate Tech,https://massmutualventures.com/climate-tech/,VC,,USA,No,10+,$100M,"Nov , 2022",,,x,x,,,,,x,x,,,,,,,x,x,,,,x,x,,"Ag Tech, Industrial Tech, Built Environment and Climate Data/Measurement.",,
MassVentures,http://mass-ventures.com/,VC,,USA,No,90+,$3M,"May , 2024",,x,x,x,,,,,Massachusetts,,,,,,x,x,x,x,x,x,x,,x,,,,
Mastercraft Ventures,https://www.mastercraft.vc/,VC,,USA,No,,$6M,"Jul , 2025",x,x,,,,,,,x,,,,,,,,x,,x,x,,x,,,,,
Material Impact,http://www.materialimpact.com/,VC,,USA,Yes,30+,$352M,"Nov , 2023",,x,x,x,,,,,x,,,,,,x,x,x,x,x,x,x,,x,,,,
Matterwave,https://matterwave.vc,VC,,Germany,Yes,30+,$79M,March 2023,,x,x,,€1M,€10M,x,,x,,,,,x,x,x,x,,x,x,x,,x,,,,
Maven Ventures,https://www.mavenventures.com/,VC,,USA,No,,$65M,"Sep , 2019",,x,,,$750K,$1M,,,x,,,,,,x,,x,,,x,,x,,x,Consumer software,"https://www.linkedin.com/in/annakawest, https://www.linkedin.com/in/jscheinman, https://www.linkedin.com/in/robrav, https://www.linkedin.com/in/saradeshpande",
Maverick VC,https://www.maverickventures.com/,VC,,USA,No,,$600M,"Apr , 2021",,x,x,x,,,x,x,x,x,x,x,,,x,,x,,,x,x,,,,,,
Maxfield Capital,http://www.maxfield.vc/,VC,,USA,No,,--,--,,x,x,,$500K,$1.5M,x,x,x,,,,,,,,,,,x,,x,,,"ICT, e-health, agriculture",,
Mayfield Fund,https://www.mayfield.com/,VC,,USA,No,,$750M,Mar. 2020,,x,x,x,,,,,x,,India,,,,x,,,,,x,,,,,"Consumer, Enterprise",,
MB Venture Partners,http://www.mbventures.com/,VC,,USA,Yes,40+,--,--,,x,x,x,,,,,x,,,,,,,,,,,x,x,,,,,,
